# PeachTrees 拼音纠正词典
# ─────────────────────────────────────────────
# 用法：word,pronunciation
#   word        要纠正的词（出现在合成文本中时生效）
#   pronunciation 正确读音注音，用 [zhu4] 数字调号（1-4 声调，5/无数字=轻声）
#   关键：注音必须【替换】汉字，不能与汉字并存，否则模型会把汉字和注音各读一遍
#   （如 著名,著[zhu4]名[ming2] 会读出"著+zhu+名+ming"四个音）
#   正确示例：著名 → [zhu4]名 （"著"用拼音替代，"名"读音稳定保留汉字）
#            或 [zhu4][ming2]（全部拼音化）
#
# 支持 # 注释行；UTF-8 / GBK 编码均可；保存后立即生效（自动热加载），无需重启。
# 词表未覆盖的注音会原样忽略（不影响合成），只替换能正确转换的条目。
word,pronunciation
著名,[zhu4]名
